timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-11-25T17:36:56,deberta-v3-base-prompt-injection-v1_emissions,a3c7db83-094a-4990-b287-8b2287213c94,33721.252032995224,0.9992452046508414,2.9632506043165606e-05,42.5,62.06199585789132,5.787036895751953,0.39809487054447334,2.25471590377128,0.05418500960607557,2.706995783921832,United States,USA,virginia,,,Linux-5.10.198-187.748.amzn2.x86_64-x86_64-with-glibc2.26,3.10.13,2.3.1,4,AMD EPYC 7R32,1,1 x NVIDIA A10G,-77.4903,39.0469,15.432098388671875,machine,N,1.0
