timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-11-25T17:36:39,codecarbon,eb0935eb-df8e-40ce-bfb9-217b4447d621,33705.04844260216,0.9990662916168788,2.9641443575381107e-05,42.5,182.2944905268953,5.787036895751953,0.3979035085568824,2.254447534389918,0.05416005831018278,2.706511101256985,United States,USA,virginia,,,Linux-5.10.198-187.748.amzn2.x86_64-x86_64-with-glibc2.26,3.10.13,2.3.1,4,AMD EPYC 7R32,1,1 x NVIDIA A10G,-77.4903,39.0469,15.432098388671875,machine,N,1.0
